Date,x1,x2,x3,x4,x5,x6,x7,Close
11/01/2019,0.11240926384925842,0.16132764518260956,0.32367652654647827,0.3667019307613373,0.26317158341407776,0.2850908041000366,0.041980531,27347.36 
11/04/2019,0.080809973,0.13531933724880219,0.24869239330291748,0.33319968,0.2507854700088501,0.2868555188179016,0.044229992,27462.11 
11/05/2019,0.1529514491558075,0.1486036777496338,0.1500014066696167,0.17393799126148224,0.1285843402147293,0.15188555419445038,0.087665424,27492.63 
11/06/2019,0.1259424388408661,0.16205208003520966,0.3265390694141388,0.3859873116016388,0.29477351903915405,0.30325642228126526,0.06325902,27492.56 
11/07/2019,0.13078293204307556,0.18167628347873688,0.26937755942344666,0.32339584827423096,0.226703942,0.271379679,0.074909352,27674.80 
11/08/2019,0.1531696319580078,0.22599679231643677,0.3248397707939148,0.38256242871284485,0.3086649179458618,0.3285152018070221,0.075234935,27681.24 
11/11/2019,0.1259424388408661,0.16205208003520966,0.3265390694141388,0.3859873116016388,0.29477351903915405,0.30325642228126526,0.06325902,27691.49 
11/12/2019,0.13078293204307556,0.18167628347873688,0.26937755942344666,0.32339584827423096,0.226703942,0.271379679,0.074909352,27691.49 
11/13/2019,0.1531696319580078,0.22599679231643677,0.3248397707939148,0.38256242871284485,0.3086649179458618,0.3285152018070221,0.075234935,27783.59 
11/14/2019,0.17228011786937714,0.22256064414978027,0.20591789484024048,0.30044806003570557,0.20007078349590302,0.2759249210357666,0.12167560309171677,27781.96 
11/15/2019,0.06192014,0.12846021354198456,0.23859542608261108,0.3094472885131836,0.2538871467113495,0.2892279326915741,0.005996158,28004.89 
11/18/2019,0.096605204,0.1377418339252472,0.2759573459625244,0.34929221868515015,0.2564649283885956,0.2680871784687042,0.041478574,28036.22 
11/19/2019,0.10120037198066711,0.14069682359695435,0.21794898808002472,0.2722208797931671,0.1922966092824936,0.22504577040672302,0.054041043,27934.02 
11/20/2019,0.10781649500131607,0.14627456665039062,0.252299964,0.2985946834087372,0.21064481139183044,0.226098895,0.060994286090135574,27821.09 
11/21/2019,0.16276076436042786,0.17588329315185547,0.24668224155902863,0.2986285388469696,0.22991198301315308,0.2524462342262268,0.085345179,27766.29 
11/22/2019,0.1397521048784256,0.18237562477588654,0.2708115875720978,0.3593241274356842,0.23842070996761322,0.29356440901756287,0.091990098,27875.62 
11/25/2019,0.070955783,0.12838077545166016,0.24445220828056335,0.3281777799129486,0.2293531894683838,0.2586497366428375,0.026354236528277397,28066.47 
11/26/2019,0.11753242462873459,0.1612870991230011,0.2847196161746979,0.3605808913707733,0.2725754678249359,0.28656479716300964,0.048649877309799194,28121.68 
