Date,x1,x2,x3,x4,x5,x6,x7,Close
11/01/2019,0.033626656979322433,0.045476578176021576,0.078078896,0.091848314,0.0643728,0.07411696,0.010033169761300087,27347.36 
11/04/2019,0.025841732,0.038484912,0.065710194,0.078644052,0.061980695,0.068455897,0.010722514241933823,27462.11 
11/05/2019,0.045682199,0.039571218,0.026889437809586525,0.026198944076895714,0.019650701,0.023782516,0.021272113546729088,27492.63 
11/06/2019,0.030652074,0.040084756910800934,0.072068989,0.091386601,0.068389341,0.07526052,0.012103676795959473,27492.56 
11/07/2019,0.038658947,0.045755763,0.061139259,0.079687133,0.056291685,0.069243863,0.019830393,27674.80 
11/08/2019,0.041765324771404266,0.057345681,0.081483684,0.10018514096736908,0.079968564,0.088754974,0.016465241089463234,27681.24 
11/11/2019,0.030652074,0.040084756910800934,0.072068989,0.091386601,0.068389341,0.07526052,0.012103676795959473,27691.49 
11/12/2019,0.038658947,0.045755763,0.061139259,0.079687133,0.056291685,0.069243863,0.019830393,27691.49 
11/13/2019,0.041765324771404266,0.057345681,0.081483684,0.10018514096736908,0.079968564,0.088754974,0.016465241089463234,27783.59 
11/14/2019,0.054850891,0.056836043,0.04665092,0.072470605,0.04656503,0.067049101,0.032781959,27781.96 
11/15/2019,0.020676765590906143,0.037134062,0.060166806,0.084530979,0.064438671,0.078512326,0.004626215,28004.89 
11/18/2019,0.030014004558324814,0.037907433,0.066783711,0.089560211,0.063544169,0.070175491,0.012126067653298378,28036.22 
11/19/2019,0.029526136815547943,0.043433256447315216,0.04878528,0.062887356,0.045236044,0.055335931,0.014669104479253292,27934.02 
11/20/2019,0.032476961612701416,0.041410040110349655,0.057463668286800385,0.072496071,0.048145249,0.054932699,0.015375799,27821.09 
11/21/2019,0.049249817,0.049103413,0.054475162,0.076148443,0.057028301,0.065228023,0.020956254,27766.29 
11/22/2019,0.037696362,0.054349802,0.069975801,0.094038077,0.064718552,0.085814133,0.024999665,27875.62 
11/25/2019,0.027281856164336205,0.043259304,0.058868263,0.080492124,0.055416539,0.069430478,0.016958984,28066.47 
11/26/2019,0.036692489,0.051053874,0.075061277,0.097817756,0.072154902,0.079506464,0.015446414239704609,28121.68 
11/27/2019,0.027870201,0.04071844,0.059609473,0.07749556,0.059962988,0.071638495,0.011033535,28164.00 
11/29/2019,0.041404541581869125,0.046571701765060425,0.066135272,0.089564636,0.065362595,0.074320436,0.01601308,28051.41 
12/02/2019,0.037696362,0.054349802,0.069975801,0.094038077,0.064718552,0.085814133,0.024999665,27783.04 
12/03/2019,0.019916797056794167,0.038770511746406555,0.066892073,0.092271939,0.063320249,0.074884765,0.009808137,27502.81 
12/04/2019,0.039650634,0.044722288846969604,0.036696016788482666,0.052383121103048325,0.036970652639865875,0.04398242,0.027884570881724358,27649.78 
12/05/2019,0.027281856164336205,0.043259304,0.058868263,0.080492124,0.055416539,0.069430478,0.016958984,27677.79 
12/06/2019,0.036692489,0.051053874,0.075061277,0.097817756,0.072154902,0.079506464,0.015446414239704609,28015.06 
12/09/2019,0.041404541581869125,0.046571701765060425,0.066135272,0.089564636,0.065362595,0.074320436,0.01601308,27909.60 
12/10/2019,0.024422263726592064,0.036247864,0.058404274,0.079292618,0.053354319,0.066982366,0.00777481,27881.72 
12/11/2019,0.055824823677539825,0.050068702548742294,0.048006669,0.059230041,0.039165143,0.05138398,0.030281370505690575,27911.30 
12/12/2019,0.035408624,0.043873508,0.052410897,0.064972982,0.040144938975572586,0.055972621,0.026356651,28132.05 
12/13/2019,0.053528197,0.057663951,0.057462472,0.078373477,0.047583349,0.06992723,0.033572797,28135.38 
12/16/2019,0.039687507,0.049948956817388535,0.062137928,0.086544447,0.057946175,0.075538896,0.027231302112340927,28235.89 
12/17/2019,0.032203075,0.044166945,0.059106015,0.07154236,0.051085881888866425,0.062767498,0.017355598509311676,28267.16 
12/18/2019,0.04947849,0.052334037,0.038522932678461075,0.046814680099487305,0.034136585891246796,0.045109663,0.035489749163389206,28239.28 
12/19/2019,0.024422263726592064,0.036247864,0.058404274,0.079292618,0.053354319,0.066982366,0.00777481,28376.96 
12/20/2019,0.055824823677539825,0.050068702548742294,0.048006669,0.059230041,0.039165143,0.05138398,0.030281370505690575,28455.09 
12/23/2019,0.026555475,0.037542727,0.059216134,0.073711984,0.049734335,0.063318215,0.016039364,28551.53 
12/24/2019,0.046349626034498215,0.036835480481386185,0.038211096078157425,0.0487133,0.035137862,0.048109062016010284,0.019288467,28515.45 
12/26/2019,0.032203075,0.044166945,0.059106015,0.07154236,0.051085881888866425,0.062767498,0.017355598509311676,28621.39 
12/27/2019,0.04947849,0.052334037,0.038522932678461075,0.046814680099487305,0.034136585891246796,0.045109663,0.035489749163389206,28645.26 
12/30/2019,0.05091197,0.057454214,0.060836956,0.082497694,0.060601693,0.075789593,0.031431016,28462.14 
12/31/2019,0.064670242,0.062724121,0.042149525,0.053546626,0.031555213034152985,0.050547831,0.039415132254362106,28538.44 
01/02/2020,0.032880213,0.043327655643224716,0.063604757,0.07927309,0.056783885,0.070834585,0.023449931293725967,28868.80 
01/03/2020,0.06276115,0.070944622,0.049507275223731995,0.061991014,0.037706017,0.052686658,0.034638624638319016,28634.88 
01/06/2020,0.045387462,0.043683708,0.02751673,0.047238555,0.032573021948337555,0.045757331,0.026460664346814156,28703.38 
01/07/2020,0.033527818,0.050653942,0.081401311,0.10661188513040543,0.07400538,0.08914987,0.014288141392171383,28583.68 
01/08/2020,0.034255728125572205,0.050518487,0.061457276344299316,0.082769319,0.061642528,0.076061584,0.017579300329089165,28745.09 
01/09/2020,0.038132600486278534,0.048199303448200226,0.070227519,0.092393674,0.06502381,0.081579864,0.018218366,28956.90 
01/10/2020,0.049760445952415466,0.052803084,0.047859676,0.071723968,0.053669844,0.073198415,0.020288156,28823.77 
01/13/2020,0.05007387,0.052777946,0.037303798,0.049584143,0.030280686914920807,0.04734521,0.031162372,28907.05 
01/14/2020,0.03649025,0.04464715,0.074495517,0.095725723,0.069799013,0.084588133,0.021950908,28939.67 
01/15/2020,0.025792362168431282,0.043039433658123016,0.053727585822343826,0.076730326,0.055173519998788834,0.071888499,0.014579865150153637,29030.22 
01/16/2020,0.046928346157073975,0.057799418,0.080019608,0.10988327860832214,0.082228996,0.10351385176181793,0.023119103,29297.64 
01/17/2020,0.059777688,0.059576519,0.082661942,0.1249299868941307,0.069698863,0.098018371,0.030043688,29348.10 
01/21/2020,0.042811736,0.050669201,0.074640207,0.089422785,0.064791374,0.0786549,0.018475583,29196.04 
01/22/2020,0.033989716321229935,0.034839634,0.041874085,0.053522691,0.042620149,0.049728859,0.011132268235087395,29186.27 
01/23/2020,0.015499035827815533,0.033358432,0.059875932,0.081494682,0.067323528,0.07195951,0.005728997,29160.09 
01/24/2020,0.052176736295223236,0.052769534289836884,0.048107750713825226,0.062076528,0.037704594,0.060657926,0.026526371017098427,28989.73 
01/27/2020,0.050150573,0.051430859,0.049739711,0.065672502,0.042401709,0.055274632,0.029666416347026825,28535.80 
01/28/2020,0.034957919269800186,0.048860535,0.0691287,0.080591284,0.056928038597106934,0.066466041,0.021239145,28722.85 
01/29/2020,0.040886436,0.054879650473594666,0.071766645,0.088065587,0.065245464,0.079339057,0.029857032001018524,28734.45 
01/30/2020,0.054379262030124664,0.055541318,0.088877469,0.097206704,0.066137962,0.076133132,0.039193526,28859.44 
01/31/2020,0.044880051,0.046322435,0.042688157,0.058419447392225266,0.041835296899080276,0.055380926,0.026943275704979897,28256.03 
02/03/2020,0.025011012330651283,0.040516212582588196,0.046276767,0.069969937,0.046685643,0.067032062,0.005376414,28399.81 
02/04/2020,0.026410851627588272,0.040950041,0.06698636,0.085701257,0.055583581,0.069322109,0.019181948,28807.63 
02/05/2020,0.048101004,0.049358099699020386,0.047742146998643875,0.05803334,0.0411692,0.059384391,0.041826759,29290.85 
02/06/2020,0.035589095,0.03706323,0.057182465,0.078382336,0.052224439,0.060183748602867126,0.011523962020874023,29379.77 
02/07/2020,0.039442543,0.049082082,0.076159462,0.090694524,0.068443596,0.074289992,0.022336212918162346,29102.51 
02/10/2020,0.024202138,0.044237613677978516,0.057350911,0.075343356,0.053590339,0.063180424,0.014328847639262676,29276.82 
02/11/2020,0.043886125,0.053200081,0.068573371,0.081293292,0.049486246,0.067710169,0.029072469100356102,29276.34 
02/12/2020,0.040008783,0.049184866,0.040977743,0.045685835,0.032356299459934235,0.040819481,0.025040417909622192,29551.42 
02/13/2020,0.034775116,0.045692515,0.058277659,0.079242967,0.057097025,0.072173111,0.023208923637866974,29423.31 
02/14/2020,0.033642400056123734,0.053458467,0.065716334,0.081044689,0.065701358,0.078637235,0.022475008,29398.08 
02/18/2020,0.035016444,0.042082295,0.089176215,0.094781376,0.063133709,0.066353977,0.023785630241036415,29232.19 
02/19/2020,0.049825314432382584,0.046503581,0.057219133,0.0643958,0.036346595734357834,0.053729825,0.029767856001853943,29348.03 
02/20/2020,0.059149731,0.060235813,0.058666095,0.066631518,0.047677319,0.056407537311315536,0.032839979976415634,29219.98 
02/21/2020,0.049865693,0.042457793,0.063602008,0.071954958,0.047818866,0.052926615,0.034806471318006516,28992.41 
02/24/2020,0.037524331361055374,0.036040034145116806,0.06465929,0.077781066,0.057027042,0.063977264,0.026480665430426598,27960.80 
02/25/2020,0.043930948,0.035395239,0.060113523,0.067614593,0.053975123912096024,0.055603374,0.028959231451153755,27081.36 
02/26/2020,0.056068867444992065,0.035691082,0.048608899,0.056065906,0.03878741,0.054337401,0.057692736,26957.59 
02/27/2020,0.047199801,0.034155238419771194,0.05552949,0.057840928,0.041381146758794785,0.054179911,0.043852378,25766.64 
